STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_birth,Country/region of birth,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,PT,Portugal,2024,,5.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2015,,6.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2016,,6.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2017,,6.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2018,,6.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2019,,5.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2020,,5.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2021,,4.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2022,,4.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2023,,5.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RO,Romania,2024,,4.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2015,,18.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2016,,19.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2017,,19.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2018,,17.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2019,,17.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2020,,17.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2021,,16.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2022,,14.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,RS,Serbia,2023,,13.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2015,,5.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2016,,4.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2017,,5.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2018,,4.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2019,,4.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2020,,4.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2021,,5.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2022,,5.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2023,,5.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SE,Sweden,2024,,5.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2015,,6.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2016,,6.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2017,,5.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2018,,4.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2019,,4.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2020,,4.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2021,,3.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2022,,3.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2023,,2.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SI,Slovenia,2024,,3.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2015,,6.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2016,,5.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2017,,4.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2018,,4.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2019,,6.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2020,,4.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2021,,5.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2022,,3.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2023,,3.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,SK,Slovakia,2024,,4.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2015,,13.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2016,,13.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2017,,12.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2018,,12.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2019,,13.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2020,,14.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2021,,16.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2022,,14.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2023,,12.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,TR,Türkiye,2024,,13.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,UK,United Kingdom,2015,,10.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,UK,United Kingdom,2016,,11.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,UK,United Kingdom,2017,,10.2,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,F,Females,Y18-64,From 18 to 64 years,PC,Percentage,UK,United Kingdom,2018,,9.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AL,Albania,2020,,10.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AL,Albania,2021,,11.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AT,Austria,2015,,4.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AT,Austria,2016,,4.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AT,Austria,2017,,5.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AT,Austria,2018,,5.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AT,Austria,2019,,4.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AT,Austria,2020,,4.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AT,Austria,2021,,5.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AT,Austria,2022,,5.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AT,Austria,2023,,5.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,AT,Austria,2024,,4.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BE,Belgium,2015,,11.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BE,Belgium,2016,,11.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BE,Belgium,2017,,11.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BE,Belgium,2018,,9.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BE,Belgium,2019,,11.1,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BE,Belgium,2020,,10.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BE,Belgium,2021,,11.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BE,Belgium,2022,,9.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BE,Belgium,2023,,8.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BE,Belgium,2024,,10.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BG,Bulgaria,2015,,11.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BG,Bulgaria,2016,,10.8,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BG,Bulgaria,2017,,11.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BG,Bulgaria,2018,,9.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BG,Bulgaria,2019,,9.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BG,Bulgaria,2020,,8.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BG,Bulgaria,2021,,8.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BG,Bulgaria,2022,,8.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BG,Bulgaria,2023,,7.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,BG,Bulgaria,2024,,7.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CH,Switzerland,2014,,3.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CH,Switzerland,2015,,2.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CH,Switzerland,2016,,4.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CH,Switzerland,2017,,3.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CH,Switzerland,2018,,5.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CH,Switzerland,2019,,5.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CH,Switzerland,2020,,4.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CH,Switzerland,2021,,4.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CH,Switzerland,2022,,5.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CH,Switzerland,2023,,5.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CY,Cyprus,2015,,10.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CY,Cyprus,2016,,10.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CY,Cyprus,2017,,8.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CY,Cyprus,2018,,7.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,M,Males,Y18-64,From 18 to 64 years,PC,Percentage,CY,Cyprus,2019,,6.7,,,,,
